"Path","Platform","Compiled","Cooked","Permutations","Compiletime","CompiledDouble","CookedDouble"
"/Game/Blueprints/TowerPlacing/Materials/RangeOutline_Mat.RangeOutline_Mat","0","24","1","1","13.661598","0","265"
"/Engine/EngineMaterials/PPM_DefaultCalibrationGrayscale.PPM_DefaultCalibrationGrayscale","0","6","1","1","2.135956","0","26"
"/Engine/EngineMaterials/PPM_DefaultCalibrationColor.PPM_DefaultCalibrationColor","0","6","1","1","2.223208","0","26"
"/Engine/EditorMaterials/PreviewShadowIndicatorMaterial.PreviewShadowIndicatorMaterial","0","43","5","1","15.066024","0","640"
"/Game/t017849k/StaticMeshes/M_PropMaster.M_PropMaster","0","46","2","1","26.951204","0","539"
"/Game/t017849k/Materials/Shaders/M_ToonShader.M_ToonShader","0","6","1","1","2.564718","0","26"
"/Game/t017849k/Foliage/Flowers/M_Flowers.M_Flowers","0","58","1","1","34.214214","0","800"
"/Game/ConnorMinns/Assets/Terrain/Mat/M_WallDirtBlend.M_WallDirtBlend","0","28","4","1","16.164557","0","313"
"/Engine/EngineSky/M_Sky_Panning_Clouds2.M_Sky_Panning_Clouds2","0","4","2","1","2.166883","0","11"
"/SpeedTreeImporter/SpeedTree9/SpeedTreeBillboardMaster.SpeedTreeBillboardMaster","0","58","3","1","43.618980","0","827"
"/SpeedTreeImporter/SpeedTree9/SpeedTreeMaster.SpeedTreeMaster","0","84","1","1","63.805450","0","1590"
"/Game/t017849k/Particles/Birds/M_Bird.M_Bird","0","74","1","1","41.800289","0","1150"
"/Game/t017849k/Foliage/Grass/M_Grass.M_Grass","0","56","1","1","33.284386","0","742"
"/Game/t017849k/StaticMeshes/M_Dark.M_Dark","0","14","1","1","7.946946","0","95"
"/Game/t017849k/Particles/GlowBugs/M_GlowBugs.M_GlowBugs","0","112","1","1","61.093151","0","2704"
"/Game/t017849k/Particles/GlowBugs/M_Dust.M_Dust","0","112","1","1","61.544094","0","2559"
"/Game/t017849k/Foliage/M_TreeMaster.M_TreeMaster","0","84","1","1","57.893780","0","1467"
"/Game/Characters/Mannequin_UE4/Materials/M_MannequinUE4_Body.M_MannequinUE4_Body","0","112","3","2","61.581543","0","1876"
"","0","1","0","1","0.000000","0","0"
"/Game/Characters/Mannequins/Materials/M_Mannequin.M_Mannequin","0","90","11","3","45.452511","0","1105"
"/Game/LevelPrototyping/Materials/M_PrototypeGrid.M_PrototypeGrid","0","92","6","4","48.608608","0","726"
"/Engine/OpenWorldTemplate/LandscapeMaterial/M_ProcGrid.M_ProcGrid","0","28","2","2","19.060574","0","157"
"/Game/t017849k/Materials/LandscapeMaterial/M_Landscape.M_Landscape","0","591","20","11","396.447052","56","7874"
